,ztfname,redshift,redshift_err,source,t0,x0,x1,c,t0_err,x0_err,x1_err,c_err,cov_t0_x0,cov_t0_x1,cov_t0_c,cov_x0_x1,cov_x0_c,cov_x1_c,mwebv,mwr_v,mwebv_err,fitprob,ra,dec,sn_type,sub_type,lccoverage_flag,fitquality_flag,iau_name,frac_fitted
498,ZTF18absstyb,0.05271971,1.494e-05,z_gal,58376.31621646751,0.001428512,0.1687792670750605,0.013485339,0.4552405051072128,6.684772533741337e-05,0.6630178983871615,0.042238745,3.218453946168147e-06,0.1905378068003509,0.005226611,-1.68E-05,-2.05E-06,0.01155169,0.048048716,3.1,0,0.3535230869599863,238.092507,22.932367,snia-cosmo,norm,1,1,2018fvr,100
499,ZTF18abssukb,0.11167866,3.551e-05,z_gal,58380.405582555126,0.000552737,2.0825537500362143,-0.071474499,7.976767823307455,0.000211066,8.183154869034691,0.4402009446717748,-0.001597105,53.19926374759922,3.814142002754048,-0.001322865,-9.93E-05,3.083619875936097,0.019677735,3.1,0,0,227.263601,31.9411,snia,,0,0,,100
500,ZTF18abssuxz,0.06491995,1.757e-05,z_gal,58377.460294338845,0.001008856,-1.653578608,-0.01532951,0.3986906829304644,3.3484490303134213e-05,0.590328999,0.032628256,9.057077383226804e-07,0.2255591565575531,0.004395369,3.4329071260328586e-07,-8.39E-07,0.006376513,0.007414219,3.1,0,0.999774937,244.451509,41.469513,snia-cosmo,norm,1,1,2018gfe,100
501,ZTF18absyyig,0.03944331,1.027e-05,z_gal,58369.03184174328,0.002292223,1.500308540282276,0.1013769256969245,0.1536795362990233,7.75451087950171e-05,0.1684555885138043,0.030814155,-4.24E-08,-0.002420215,6.471110877619871e-06,-2.94E-06,-2.01E-06,0.000258018,0.092158548,3.1,0,0.6199838335735558,338.287604,4.129783,snia-cosmo,norm/99aa,1,1,2018fqk,100
502,ZTF18abtcdfv,0.13117252,0.0031305,z_snid,58377.99932254609,0.000277204,1.113960881510921,-0.045669341,0.1252768250233202,8.633376602507043e-06,0.1489202429867276,0.031374035,-5.50E-08,0.012617963,0.000159183,-2.23E-07,-2.32E-07,0.000478174,0.049115204,3.1,0,0.5723901313062174,12.526863,39.956919,snia-cosmo,norm,1,1,2018lpp,100
503,ZTF18abtfrbf,0.05702774,1.961e-05,z_gal,58377.21391595184,0.000915104,-1.294451363,-0.032673776,0.081528749,2.8113111681754848e-05,0.1280709489969624,0.029112729,4.2938092281791424e-08,0.004987574,7.800268893702188e-07,-3.64E-07,-6.92E-07,0.000164692,0.018949989,3.1,0,0.9070312110455832,7.602657,-1.26414,snia-cosmo,norm,1,1,2018gdg,100
504,ZTF18abtftfn,0.0948101,4.501e-05,z_gal,58335.237684864725,0.00063525,0.8485489854460074,-0.046581094,0.2405845541979943,1.9672314930593144e-05,0.1217340445850891,0.028577999,-5.54E-07,-0.014657317,0.000372011,1.2951932996783346e-07,-4.83E-07,-0.000442257,0.055867769,3.1,0,0.044200406,350.748792,14.986477,snia-cosmo,norm,1,1,2018epy,100
505,ZTF18abtfvsk,0.02121,1.414e-05,z_gal,58366.48634972415,0.01462526,0.506854891,-0.106117553,0.077577949,0.000451547,0.088596797,0.028119654,1.0601286475302082e-06,-0.001780468,-6.46E-05,-3.68E-07,-1.10E-05,-0.000216801,0.05896312,3.1,0,0.649941384,18.825447,-6.859062,snia-cosmo,norm,1,1,2018fop,100
506,ZTF18abtgkdo,0.08123745,0.00042051,z_nonSEDm,58377.79374701274,0.000759552,0.9493273122480032,-0.019035474,0.1620448190296883,2.3761544250921317e-05,0.235497878,0.030489002,-1.55E-07,0.027094089,0.000209677,-8.50E-07,-6.10E-07,0.000601991,0.1385707286256388,3.1,0,0.081295728,40.715166,21.511737,snia,,1,1,2018gke,100
507,ZTF18abtgnky,0.0568,1.414e-05,z_gal,58345.51568582124,0.001243314,0.027866956,-0.043307219,0.098371458,3.820026172295576e-05,0.09329287,0.027370003,-1.99E-07,0.000221672,-8.58E-05,-2.89E-07,-9.00E-07,-8.53E-05,0.037762349,3.1,0,0.9663869135276438,20.581399,-2.496667,snia-cosmo,norm,1,1,2018fey,100
508,ZTF18abtgtpn,0.0531401,0.00015044,z_gal,58337.55401278768,0.00164506,-1.544015488,-0.114835365,0.1142005182373395,5.139613354290568e-05,0.074258865,0.028602866,-7.70E-08,-0.002499264,-0.000361662,-3.52E-07,-1.25E-06,-2.43E-05,0.015832113,3.1,0,0.5405890868017542,6.465923,-20.680701,snia-cosmo,norm,1,1,2018enk,100
509,ZTF18abtjpoy,0.02855159,1.321e-05,z_gal,58323.52225632649,0.002514545,-2.194570199,0.1210774121276096,0.1662497675570193,0.000101028,0.1648472794580986,0.039572513,1.1566975149650811e-06,0.000635422,-0.000562408,-2.39E-06,-3.28E-06,-0.00052178,0.078290622,3.1,0,0.005067214,318.040308,-8.461661,snia,,1,1,2018erl,100
510,ZTF18abtkqkb,0.08359196,0.00042037,z_nonSEDm,58373.75299737744,0.000513687,-0.290747067,0.014847434,0.1681977561238454,1.6344635132427884e-05,0.2949898390288693,0.030865138,-1.79E-07,0.032161613,0.0003083,-8.47E-07,-4.24E-07,0.000747799,0.018971942,3.1,0,0.5323355001642003,354.946917,-23.920244,snia-cosmo,norm,1,1,2018fzi,100
511,ZTF18abtlrqh,0.06633846,1.387e-05,z_gal,58315.087323118285,0.000952255,-0.276311143,-0.016991873,0.1425739775258989,3.332453347109504e-05,0.1239346876004792,0.030535744,1.587619510335305e-07,-0.001616362,-0.000378068,-1.23E-06,-8.78E-07,0.000558883,0.064019558,3.1,0,3.2462159423871974e-05,16.408846,29.497409,snia,,1,1,2018emo,100
512,ZTF18abtmbaz,0.07630403,0.00568705,z_snid,58380.64507164841,0.001055315,0.023495358,-0.038418395,0.1082455491123255,3.2227386293126625e-05,0.1564257709273755,0.028825572,9.307927926971784e-08,0.011423317,6.468389919868738e-05,-4.67E-07,-7.85E-07,0.000225342,0.082539081,3.1,0,0.2396359453895577,31.418976,19.092195,snia-cosmo,norm,1,1,2018gff,100
513,ZTF18abtmtfy,0.08826283,1.021e-05,z_gal,58380.39710034572,0.000606541,1.1236420006030552,-0.060414763,0.1917184114499832,1.9106070802255023e-05,0.2464629431867911,0.030800444,-3.19E-08,0.03389976,0.000420124,-8.28E-07,-4.90E-07,0.001062326,0.062994518,3.1,0,0.4768704728946151,34.682228,10.01378,snia-cosmo,norm,1,1,2018gjy,100
514,ZTF18abtmxnw,0.0523069,0.00145213,z_SEDm,58361.51978630816,0.000511117,0.1361568968580561,0.3588699594843738,0.1041530287620844,1.8409331708328658e-05,0.1448332628335578,0.031963649,-4.07E-07,0.002904783,0.000590387,-8.03E-07,-5.21E-07,0.000874242,0.1220585513638579,3.1,0,0.014463294,65.907705,78.488835,snia-cosmo,norm,1,1,2018foj,100
515,ZTF18abtnbys,0.04243388,1.213e-05,z_gal,58373.79176375725,0.000192857,-5,0.6378757004547786,0.148386549,8.100954384974757e-06,0.082870391,0.039179328,-1.07E-07,-7.74E-10,0.0006194,4.733765400986959e-14,-2.76E-07,-1.85E-10,0.080873043,3.1,0,3.981738775931104e-09,103.085796,46.989168,snia-pec,91bg,1,0,,100
516,ZTF18abtnlik,0.08102865,0.00302696,z_snid,58379.22088504204,0.000528134,-0.95310894,0.027566809,0.059521557,1.5741326073577208e-05,0.102273802,0.027457522,4.574834103738148e-08,0.002751107,-7.73E-05,-1.57E-07,-3.70E-07,0.000133226,0.052234487,3.1,0,0.6572074695510572,279.321624,49.148423,snia-cosmo,norm,1,1,2018ggq,100
517,ZTF18abtogdl,0.0958978,0.00295677,z_snid,58381.14717766456,0.000498722,0.4263852816391344,-0.067147053,0.091566703,1.4985493058457743e-05,0.1347111648185585,0.028478719,1.3450047585343658e-08,0.008703262,-7.42E-05,-2.43E-07,-3.65E-07,0.000221774,0.030778318,3.1,0,0.1740298284146463,267.797133,53.314406,snia-cosmo,norm,1,1,2018gqa,100
518,ZTF18abtqevs,0.04153204,0.00294109,z_snid,58372.36230942101,0.000488538,0.7206939110007352,0.6066980848949883,0.1572097577191016,1.8359815727777065e-05,0.256269189,0.033636986,-3.22E-07,0.016184898,0.000574394,-1.26E-06,-5.46E-07,0.001486293,0.2102711815851208,3.1,0,0.5883875429820452,1.151269,51.993785,snia-cosmo,norm,1,1,2018grt,100
519,ZTF18abtqrwa,0.14120618,0.0029904,z_snid,58379.68179842897,0.000240919,0.7171836605099065,-0.106227603,0.4248919532292348,8.715715491043827e-06,0.428607456,0.039400932,-3.21E-07,0.1462593526136762,0.003267872,-1.11E-06,-2.47E-07,0.003525078,0.018612582,3.1,0,0.3040989970299755,21.945247,-17.705705,snia,,1,1,,100
520,ZTF18abtrvkm,0.0386434,1.414e-05,z_gal,58365.60681,0.002035431,-2.388343626,-0.008601065,0.083210364,6.378157080434428e-05,0.095270427,0.029050501,-1.20E-07,-0.001621938,4.26867720183858e-05,1.927012017181938e-09,-1.60E-06,-0.000173536,0.084811752,3.1,0,0.9216141341049636,41.497228,42.541526,snia-cosmo,norm,1,1,2018fyg,100
521,ZTF18abtsuqv,0.02066423,1.003e-05,z_gal,58309.99999999988,0.012224878,0.8681812728801381,-0.122908664,0.6138118226954248,0.000665467,0.3227248061311322,0.035264095,-1.07E-11,8.869738050993232e-09,1.1361848433285195e-10,-0.000162302,-7.92E-06,-0.003259905,0.038318994,3.1,0,0.008973115,54.896405,-6.325058,snia-cosmo,norm,0,1,2018ddi,100
522,ZTF18abtvgxv,0.08345946,0.00042025,z_nonSEDm,58376.12796684331,0.000540779,-1.951870402,0.040305688,1.2601490053093585,2.3261029404681333e-05,2.346464963803375,0.057450588,-4.33E-06,3.0142685033928607,0.041832006,-1.38E-05,-8.42E-07,0.082354701,0.053606297,3.1,0,0.1001640203699739,312.791649,-24.894065,snia,,1,0,2018gjz,100
523,ZTF18abtvhef,0.03211704,0.00338378,z_snid,58382.67718276799,0.002516242,0.7506704646315411,-0.001142773,3.850466731873894,0.000198301,3.535944912289061,0.1496731414109771,0.00015875,14.993497637335548,0.5213198093299183,4.990405538363277e-05,-5.63E-06,0.5531253866011934,0.044642222,3.1,0,0,307.72314,-26.517916,snia-cosmo,norm,0,0,2018gfw,100
524,ZTF18abtxvhy,0.06803778,1.122e-05,z_gal,58382.205209481646,0.000987162,-0.269526935,-0.015229886,0.1703558855770097,3.679707444157279e-05,0.4128109895305681,0.033197601,-9.91E-07,0.029525232,0.000705509,-7.34E-06,-9.90E-07,0.003782899,0.043237017,3.1,0,0.2176020600629909,344.803319,0.405031,snia-cosmo,norm,1,1,2018ghr,100
525,ZTF18abtyrqh,0.08034454,1.177e-05,z_gal,58335.98661739183,0.000989257,0.831001085,-0.032551487,0.2031707038513559,3.288947396529781e-05,0.1361943715064269,0.029262095,-8.75E-07,-0.009079355,0.000435557,-6.53E-07,-7.95E-07,-0.000383874,0.093878821,3.1,0,0.067245856,353.204534,31.568681,snia-cosmo,norm,1,1,2018eof,97.87234042553192
526,ZTF18abtywim,0.05701961,1.063e-05,z_gal,58319.08395,0.001220149,0.7099615607997364,-0.049376944,0.2955318496751715,4.299356296953499e-05,0.1483390086779608,0.032245554,-2.60E-07,-0.025882975,-0.000181452,-1.19E-06,-1.11E-06,-0.000459732,0.016760354,3.1,0,0.000181902,28.015689,-7.642535,snia,,1,1,2018eew,100
527,ZTF18abtzzka,0.03127219,1.269e-05,z_gal,58352.81458758112,0.004861211,0.629468455,-0.014765311,0.1380910229017899,0.000160301,0.071041986,0.029773239,-1.67E-06,-0.004957487,-4.91E-05,-9.00E-07,-4.15E-06,-2.19E-05,0.060565675,3.1,0,0.000198943,109.330264,52.306632,snia,,1,1,2018fay,100
528,ZTF18abuatfp,0.13643055,1.229e-05,z_gal,58386.72678,0.00298821,1.6171158190203954,-0.399997677,10.175160588776636,0.002620723,8.183987587658127,1.5681072041817024,0.016293519,-87.7955948,-0.000370253,-0.026254516,3.730740874240689e-07,-0.001201938,0.006929826,3.1,0,0,208.080075,55.641208,snia-pec,csm,0,0,2018gkx,100
529,ZTF18abucvbf,0.05489049,2.322e-05,z_gal,58385.08937,0.001712155,0.2387736787295244,-0.077744539,0.060229334,5.052318117253663e-05,0.081158432,0.026732261,1.891876917446641e-07,0.002723638,-8.87E-05,-9.19E-08,-1.16E-06,-5.93E-05,0.041790185,3.1,0,0.9999193219929536,277.06387,46.353375,snia-cosmo,norm,1,1,2018ggw,100
530,ZTF18abufwxs,0.07083545,0.00042099,z_nonSEDm,58380.68256938252,0.000204621,0.9224553707730304,0.4347821708035344,0.2569913427214487,7.316102173528016e-06,0.3528455728278372,0.031902628,-2.40E-07,0.070251697,0.001710763,-7.19E-07,-2.02E-07,0.002857523,0.049511172,3.1,0,0.00167417,353.538722,22.092612,snia,,1,1,,100
531,ZTF18abugthp,0.06443124,0.00015044,z_gal,58707.26293006721,0.000603503,-1.05376573,0.179349237,0.2343358404868922,2.7340344772565687e-05,0.274202232,0.041605629,2.039480835156359e-06,-0.005248608,-0.003012003,-3.49E-06,-9.46E-07,0.003484176,0.015285768,3.1,0,0.2337605915652291,23.044375,-13.990358,snia-cosmo,norm,1,1,2019mqh,100
532,ZTF18abuhyjv,0.04710741,1.116e-05,z_gal,58387.07341069304,0.002666934,0.8986467815660264,-0.108844035,0.1026426399657793,8.229435472351132e-05,0.1108077394005767,0.028040449,1.089731842416612e-06,0.002814652,-0.000273362,-8.28E-07,-1.93E-06,-0.000232736,0.029145392,3.1,0,0.4637266781186521,39.065099,-1.199785,snia-cosmo,norm,1,1,2018gjt,100
533,ZTF18abuhzfc,0.03823782,1.54e-05,z_gal,58383.35841382225,0.002373638,0.045972316,0.09431486,0.1280156163484207,7.714817222439184e-05,0.1703964918657198,0.030543633,-2.74E-07,0.016105046,0.00049026,-2.25E-06,-2.00E-06,0.000855826,0.029353094,3.1,0,0.012619762,16.161792,-4.25816,snia-cosmo,norm,1,1,2018ggx,100
534,ZTF18abuiknd,0.10411621,0.00375366,z_snid,58383.51580101264,0.000415879,0.4334250501847405,-0.044196357,0.2084369636577321,1.3714228466787275e-05,0.2702750584968765,0.033135495,8.04168224625781e-08,0.03821561,0.000397949,-7.37E-07,-3.62E-07,0.000964613,0.046192511,3.1,0,0.4658750410862523,29.359173,8.917311,snia-cosmo,norm,1,1,2018gtg,100
535,ZTF18abujbio,0.07050116,1.391e-05,z_gal,58380.74652718051,0.000641259,-0.987646543,0.072067931,0.1469541834630945,2.249355951439825e-05,0.2145874932729773,0.034080628,-6.05E-08,-0.00031077,-0.000161785,-1.40E-06,-6.26E-07,0.000835898,0.039205664,3.1,0,0.8070468086455271,119.408024,44.746848,snia-cosmo,norm,1,1,2018gkw,100
536,ZTF18abujnlz,0.02865592,2.139e-05,z_gal,58329.999999260166,0.006332038,1.046552148739553,0.05186086,15.855384475151368,0.005101715,7.307920135573061,0.5246500260602852,6.782088041085045e-05,0.063386597,0.007845171,-0.01226167,-0.001479719,-1.419174497,0.035994218,3.1,0,0,129.544537,24.890762,snia,,0,0,2018ggc,100
537,ZTF18abukmty,0.097191,0.00152553,z_SEDm,58382.81908940531,0.000403679,0.945366274,0.011338868,0.1278530608979053,1.2739124916016847e-05,0.174028705,0.030109282,7.196564838563555e-08,0.014730681,-0.000213967,-3.05E-07,-3.28E-07,0.000257847,0.1144179542102911,3.1,0,0.007308211,321.526512,24.045804,snia,,1,1,2018lpz,100
538,ZTF18abulemm,0.13125543,0.00317648,z_snid,58381.49346991268,0.000273975,1.8082363787764053,0.059370372,0.5160036696433963,1.3137124849712308e-05,0.5780087769854227,0.048111086,-5.82E-07,0.145734158,0.002228956,-3.95E-06,-4.49E-07,0.005906389,0.035563728,3.1,0,0.6662507787602175,322.731516,8.795962,snia,,1,1,,100
539,ZTF18abulkrl,0.02535225,0.00414035,z_snid,58384.49432,0.00454463,0.1978797425297855,0.087195877,0.1288132627778395,0.000159985,0.1684914410624488,0.031974512,7.766284036449875e-08,0.012816654,0.00012538,-3.55E-06,-4.49E-06,0.000439344,0.6427030411030809,3.1,0,0.769706385,316.159896,57.969185,snia-cosmo,norm,1,1,2018ghc,100
540,ZTF18abuncpe,0.08017564,0.00521536,z_snid,58384.92176464783,0.000931517,0.7063447254392567,-0.065030559,0.1875646474800305,2.9485927883217577e-05,0.2264784403216258,0.029254437,-5.22E-08,0.016872753,0.000400307,-1.27E-06,-7.09E-07,0.000653137,0.046195941,3.1,0,0.9044569283442432,26.973627,42.195938,snia-cosmo,norm,1,1,2018ggz,100
541,ZTF18abupgps,0.09935906,3.959e-05,z_gal,58443.62407,0.000490956,0.9199463333851792,0.022932403,0.5075235932054056,3.294707341644829e-05,0.6599606837076566,0.054854198,-2.89E-06,0.09513844,-0.004583702,-1.39E-05,-1.21E-06,0.003368708,0.016669196,3.1,0,0.2023055372523754,16.965743,-15.680584,snia,,0,1,2018ita,100
542,ZTF18abupgql,0.0462104,1.055e-05,z_gal,58384.15270235831,0.001478777,-2.14640831,-0.074882864,0.1195339768055419,4.8484674965740856e-05,0.1906395537186013,0.032103488,-4.43E-08,0.014179183,0.000439746,-1.65E-06,-1.27E-06,0.000883363,0.026886232,3.1,0,0.076109044,19.015312,-0.117408,snia-cosmo,norm,1,1,2018gjr,100
543,ZTF18abupiap,0.09410934,0.00165951,z_SEDm,58375.7059,0.0005772,0.9482076864472044,-0.018067129,0.1840767642206628,1.8126714783297203e-05,0.2547638259854803,0.031537586,-1.84E-07,0.03378285,0.000174953,-7.73E-07,-4.78E-07,0.000744968,0.046568006,3.1,0,0.644362919,44.833337,-14.099813,snia-cosmo,norm,1,1,2018gka,100
544,ZTF18abuqugw,0.03107326,1.737e-05,z_gal,58385.74668978094,0.005092267,0.4282626442738607,-0.060251661,0.4506825800599472,0.000160303,0.5511747250908705,0.033521863,-4.53E-06,0.2427352206106978,0.007653409,-9.86E-06,-4.12E-06,0.00958989,0.00620273,3.1,0,0.9999660305613152,244.557644,39.123998,snia-cosmo,norm,1,1,2018geo,100
545,ZTF18abuuimf,0.0514556,0.00015044,z_gal,58288.68810416896,0.003269357,-2.95756267,-0.399999544,1.4575002688288805,0.000465989,0.4659309613200117,0.3587214519061306,-0.000423374,-0.236980899,1.255899673596786e-07,-6.98E-05,-4.97E-09,2.953743663943194e-06,0.025546982,3.1,0,0.7824691009117817,357.451097,-14.119815,snia-cosmo,norm,0,0,2018cov,100
546,ZTF18abuuqgn,0.06302513,3.519e-05,z_gal,58343.21434046793,0.001058344,0.076761859,-0.010729385,0.078847935,3.3275145446486055e-05,0.094170594,0.027330078,1.866814475445452e-07,0.000582072,-0.000162684,-6.10E-07,-7.75E-07,4.397503169951316e-05,0.041905651,3.1,0,0.6581486652904273,346.6267,10.305314,snia-cosmo,norm,1,1,2018epw,100
547,ZTF18abuxjrd,0.07132095,1.332e-05,z_gal,58384.751520012105,0.000539813,0.5086002625602739,0.2190254109765228,0.1790090450595016,1.7691656701465522e-05,0.2323069886898222,0.030989085,-1.65E-07,0.029985334,0.000795818,-8.03E-07,-4.51E-07,0.000932269,0.041477955,3.1,0,3.864498713064292e-05,25.017984,15.071145,snia-cosmo,norm,1,1,2018git,98.07692307692308
548,ZTF18abuykiu,0.04442407,0.00015044,z_gal,58372.00685692882,0.000426465,-1.01159557,0.5647072251396872,0.1265196288950392,1.510734358859287e-05,0.2595101176402135,0.032511782,-1.91E-07,0.008075853,0.000381511,-1.10E-06,-4.30E-07,0.001847476,0.030145805,3.1,0,0.5974220616742701,52.393145,-19.694712,snia-cosmo,norm,1,1,2018fwn,100
549,ZTF18abuykiz,0.03160853,1.414e-05,z_gal,58341.95280375271,0.004290457,-0.99410409,-0.091652977,0.1407806441093271,0.000149657,0.1008998488264631,0.031325462,-2.48E-06,-0.002247721,-0.000187713,-2.89E-06,-4.00E-06,0.000177488,0.038690964,3.1,0,0.133757265,48.388993,-15.2553,snia-cosmo,norm,1,1,2018eui,100
550,ZTF18abvbayb,0.12419294,0.00308707,z_snid,58384.32166494769,0.000291104,0.3555575716179122,-0.040790472,0.1599486488994443,9.460397925609709e-06,0.2022353678969122,0.032403567,-3.47E-08,0.025140649,8.419750671971371e-05,-3.86E-07,-2.59E-07,0.000730676,0.053879905,3.1,0,0.1944327221226972,262.801119,79.054255,snia-cosmo,norm,1,1,2018lpq,100
551,ZTF18abvejbm,0.04416009,1.548e-05,z_gal,58385.70523488183,0.002411771,-1.912149435,-0.121204693,0.1772958167530305,8.924729684402439e-05,0.2770373946424904,0.040270526,-1.19E-06,0.038184846,0.001948041,-7.45E-06,-2.57E-06,0.002756747,0.026339972,3.1,0,0.6952137612474092,14.26091,-0.873887,snia-cosmo,norm,1,1,2018ggt,100
552,ZTF18abvglon,0.04653795,1.259e-05,z_gal,58349.99999993768,0.002171603,2.101015230186537,-0.003929297,1.8860749115447104,0.000564662,0.6942152347313583,0.1852030645225185,-2.19E-09,1.4877289795611146e-05,1.756021012867213e-07,-0.000130732,-0.000100277,0.004932667,0.012593091,3.1,0,0.9248182800446938,153.584307,56.321252,snia,,0,0,2018ghh,100
553,ZTF18abvkhul,0.1219407,0.00304631,z_snid,58386.26921567141,0.000314943,-0.100973644,-0.103455309,0.1398442136960511,1.0606786241149387e-05,0.1834926370250037,0.032081181,4.0025502287684745e-08,0.013598762,-1.31E-05,-5.98E-07,-2.76E-07,0.000860682,0.047014342,3.1,0,0.1122275321426336,20.340934,30.718581,snia-cosmo,norm,1,1,,100
554,ZTF18abvkswd,0.02539423,1.414e-05,z_gal,58274.52104845195,0.007929724,0.8665330088211014,-0.09285066,0.4857008342842164,0.000329671,0.1674182058673665,0.033927623,-7.41E-05,-0.042981901,0.002875526,2.921503148971762e-07,-8.79E-06,-0.000733403,0.043309732,3.1,0,0.8744973909943065,32.509204,37.038438,snia-cosmo,norm,0,1,2018cnu,100
555,ZTF18abvkszn,0.12025993,0.00325,z_snid,58382.73775533927,0.00028362,-0.121915379,-0.017104666,0.3085642994410591,1.1942805707541566e-05,0.4267744352432603,0.043775936,4.6752873308721696e-08,0.061111049,0.000439254,-1.96E-06,-3.95E-07,0.002901842,0.1050223462962362,3.1,0,0.034761241,28.651497,46.436532,snia,,1,1,,100
556,ZTF18abvlchy,0.0868086,0.0014586,z_SEDm,58388.611717224914,0.000690742,1.540202188280349,-0.049239623,0.2132326087776164,2.329805295924858e-05,0.2527555869401419,0.033664727,1.956404820056773e-07,0.028972145,-0.000963511,-1.41E-06,-5.66E-07,-0.001078322,0.014945739,3.1,0,0.604111979,22.779887,-14.71615,snia-cosmo,91t,1,1,2018gqb,100
557,ZTF18abvnqkx,0.12209133,2.993e-05,z_gal,58390.17554,0.000262303,3.6065752511388816,0.1329580377104025,5.956381614349084,3.148290995553324e-05,8.225363487710846,0.1295706528588188,-0.000164167,27.703043160863256,0.6671344471117748,-0.000138062,-3.61E-06,0.5073199199628663,0.043071331,3.1,0,0.7351842840590976,258.713421,21.333475,snia,,0,0,,100
558,ZTF18abvrzqj,0.10271935,0.00291204,z_snid,58388.30151475087,0.000434069,0.2085831562360587,-0.108025474,0.389444883,1.70902774367929e-05,0.4393322738122784,0.0358393,7.972312695596682e-07,0.1472375588700704,-0.000111418,-1.16E-06,-4.43E-07,0.000985711,0.021797661,3.1,0,0.7108914193336595,17.330276,-15.594787,snia-cosmo,norm,1,1,2018gub,100
559,ZTF18abvsvjs,0.09473965,1.089e-05,z_gal,58387.21311975801,0.000588827,0.5281779611282182,-0.069440591,0.1880943923279119,2.085082353807096e-05,0.2497336628155484,0.032543401,1.1836659233112885e-07,0.029637548,0.000120184,-1.53E-06,-5.41E-07,0.000824979,0.095792285,3.1,0,0.278575204,37.741084,13.439437,snia-cosmo,norm,1,1,2018guc,100
560,ZTF18abvtcoe,0.041,0.001,z_unknown,58333.032761193965,0.000989036,-0.204471755,0.1795999152938751,0.1966795991756953,4.113464145607903e-05,0.2242540396375218,0.04727645,-8.38E-07,0.005519086,-0.001093687,-3.49E-06,-1.27E-06,-0.001446491,0.1277712888108241,3.1,0,6.823740538710675e-05,39.547583,26.019214,snia-cosmo,norm,1,1,2018erb,100
561,ZTF18abvtcts,0.03311624,1.414e-05,z_gal,58337.02212528546,0.002080353,-1.595714088,0.1095262704598217,0.2775477296527242,8.683011951157358e-05,0.1161694466771994,0.036351309,-1.21E-06,-0.015975024,-0.001295647,-2.59E-06,-2.67E-06,0.000532349,0.04031918,3.1,0,0.191082311,62.034201,-8.833412,snia-cosmo,norm,0,1,2018ezx,100
562,ZTF18abvtcyi,0.05399103,0.00044439,z_nonSEDm,58373.75921670161,0.001812363,1.296411250654725,-0.027483871,0.096069104,5.641762863206742e-05,0.144377511,0.029478041,-5.31E-07,0.004861034,0.000276707,-1.57E-06,-1.42E-06,0.000476167,0.039957516,3.1,0,0.6286772119473873,67.38019,-11.031001,snia-cosmo,99aa/91t,1,1,2018fvj,100
563,ZTF18abvtiko,0.03107998,1.012e-05,z_gal,58360.08966640138,0.005175233,0.7786734631012979,-0.243330969,0.086439098,0.000160434,0.092590211,0.028797829,-6.16E-07,0.000136133,-2.60E-05,-9.68E-07,-3.97E-06,-0.000114706,0.036681522,3.1,0,1.0164407912140576e-08,71.884741,-2.306897,snia-cosmo,norm,1,0,2018fgj,100
564,ZTF18abvtltw,0.07560311,0.00410366,z_snid,58371.71681617285,0.000979719,0.8418669348783284,0.05726606,0.1168805126108054,3.1083124710920085e-05,0.182296954,0.030592854,-5.50E-07,0.004408738,0.00058518,-1.30E-06,-8.11E-07,0.000811198,0.068252091,3.1,0,0.000247464,55.304768,-19.282918,snia,,1,1,,100
565,ZTF18abvtrnc,0.08134573,0.00304631,z_snid,58386.64918334297,0.000591657,0.3431999559795328,0.014493962,0.1487893023040669,1.9516665182300105e-05,0.2008531021730341,0.032549082,6.039817514845503e-09,0.010937608,0.000156301,-6.64E-07,-5.15E-07,-0.000114079,0.1425537405938226,3.1,0,0.2247317980268407,92.848329,43.734948,snia-cosmo,norm,1,1,2018gwc,100
566,ZTF18abvuceu,0.099,0.001,z_unknown,58341.76436579304,0.000845276,0.7390036781293229,-0.044117257,0.1935727107083948,3.0069833666915584e-05,0.2283550242498101,0.03505932,-1.56E-07,0.003476202,0.000254117,-1.68E-06,-8.56E-07,-0.000245605,0.1194746854595348,3.1,0,0.9999999998876296,334.995552,40.072903,snia,,1,1,2018fbj,99.16666666666669
567,ZTF18abvwstm,0.04946522,0.00282843,z_snid,58346.34830693813,0.001187422,1.0309777990119804,0.1123404411020434,0.2069319530346547,4.30909215273802e-05,0.1875799700988774,0.046731184,1.2249061503193737e-08,0.004512709,-0.002094979,-2.12E-06,-1.40E-06,-0.000327921,0.051801739,3.1,0,0.8910604610853878,327.820308,-14.460227,snia-cosmo,norm,1,1,2018epa,100
568,ZTF18abvxqtp,0.07401664,0.00308707,z_snid,58389.49786141707,0.000724228,0.4115476466193627,0.042232037,0.1658909501202288,2.4710722384653017e-05,0.1654009712634359,0.032236885,1.4855322872917932e-07,0.005388448,-9.14E-05,-7.73E-07,-6.54E-07,-0.000100452,0.029518434,3.1,0,0.439977331,359.370131,-6.603832,snia-cosmo,norm,1,1,2018gsm,100
569,ZTF18abwbaim,0.10746139,2.353e-05,z_gal,58390.611890005726,0.000421793,2.021906710870993,-0.106625073,0.9602898559096502,2.002525522066569e-05,0.9003326906692132,0.129368403,-2.20E-06,0.7666860801318606,-0.020541804,-7.19E-06,-2.64E-07,-0.015676532,0.037277999,3.1,0,0.084793479,53.358331,-18.835592,snia-cosmo,norm,0,0,2018gwx,100
